OrderID,CurrentClinicName1,CurrentClinicName2,CurrentClinicCity,CurrentClinicState,MedicalDirector,ND_NumIntentRet1,ND_NumIntentRet2,ND_NumIntentRet3,ND_NumIntentRet4,ND_IntentRetLB1,ND_IntentRetLB2,ND_IntentRetLB3,ND_IntentRetLB4,ND_IntentRetSingleLB1,ND_IntentRetSingleLB2,ND_IntentRetSingleLB3,ND_IntentRetSingleLB4,ND_NumRetrieve1,ND_NumRetrieve2,ND_NumRetrieve3,ND_NumRetrieve4,ND_RetrieveLB1,ND_RetrieveLB2,ND_RetrieveLB3,ND_RetrieveLB4,ND_RetrieveSingleLB1,ND_RetrieveSingleLB2,ND_RetrieveSingleLB3,ND_RetrieveSingleLB4,ND_NumTrans1,ND_NumTrans2,ND_NumTrans3,ND_NumTrans4,ND_TransLB1,ND_TransLB2,ND_TransLB3,ND_TransLB4,ND_TransSingleLB1,ND_TransSingleLB2,ND_TransSingleLB3,ND_TransSingleLB4,ND_IntentRetPerLB1,ND_IntentRetPerLB2,ND_IntentRetPerLB3,ND_IntentRetPerLB4,NewND_1IntentRetLB1,NewND_1IntentRetLB2,NewND_1IntentRetLB3,NewND_1IntentRetLB4,NewND_2IntentRetLB1,NewND_2IntentRetLB2,NewND_2IntentRetLB3,NewND_2IntentRetLB4,NewND_AllIntentRetLB1,NewND_AllIntentRetLB2,NewND_AllIntentRetLB3,NewND_AllIntentRetLB4,NewND_IntentRetPerNew1,NewND_IntentRetPerNew2,NewND_IntentRetPerNew3,NewND_IntentRetPerNew4,NewND_TransPerIntentRet1,NewND_TransPerIntentRet2,NewND_TransPerIntentRet3,NewND_TransPerIntentRet4,Donor_NumTrans1,Donor_NumTrans2,Donor_NumTrans3,Donor_NumTrans4,Donor_TransLB1,Donor_TransLB2,Donor_TransLB3,Donor_TransLB4,Donor_TranSingleLB1,Donor_TranSingleLB2,Donor_TranSingleLB3,Donor_TranSingleLB4,TotNumCycles1,TotNumCycles2,TotNumCycles3,TotNumCycles4,TotNumCyclesAll,CycleCancel1,CycleCancel2,CycleCancel3,CycleCancel4,CycleCancelAll,CycleStop1,CycleStop2,CycleStop3,CycleStop4,CycleStopAll,CycleFertPres1,CycleFertPres2,CycleFertPres3,CycleFertPres4,CycleFertPresAll,TransCarrier1,TransCarrier2,TransCarrier3,TransCarrier4,TransCarrierAll,TransFrozEmb1,TransFrozEmb2,TransFrozEmb3,TransFrozEmb4,TransFrozEmbAll,TransICSI1,TransICSI2,TransICSI3,TransICSI4,TransICSIAll,TransPGT1,TransPGT2,TransPGT3,TransPGT4,TransPGTAll,ReasonMale,ReasonEndo,ReasonTubal,ReasonOvul,ReasonUterine,ReasonPGT,ReasonCarrier,ReasonDOR,ReasonBank,ReasonPregLoss,ReasonOtherInfert,ReasonNonInfert,ReasonUnexplained,DonorEggService,DonatedEmbryoService,EmbryoCryoService,EggCryoService,GestCarrierService,SARTmember,LabAccred,NumResearch,CurrentStateAbbrev
229,MAYO CLINIC ASSISTED REPRODUCTIVE TECHNOLOGIES,,ROCHESTER,MINNESOTA,"Samir N. Babayev, MD",132,53,36,20,55.3%,30.2%,13.9%,10.0%,53.0%,28.3%,11.1%,10.0%,130,49,31,14,56.2%,32.7%,16.1%,* / 14,53.8%,30.6%,12.9%,* / 14,175,55,20,8,41.7%,29.1%,25.0%,* / 8,40.0%,27.3%,20.0%,* / 8,1.8,3.3,7.2,10.0,55.9%,26.9%,18.2%,* / 9,61.3%,30.8%,18.2%,* / 9,61.3%,30.8%,22.7%,* / 9,1.1,1.1,1.3,1.4,1.3,1.2,0.6,0.5,0,13,16,0,,* / 13,7 / 16,,,* / 13,7 / 16,,289,111,89,50,539,2.4%,10.0%,7.3%,* / 15,5.2%,17.1%,10.4%,23.3%,18.4%,16.9%,8.0%,6.3%,3.4%,2.0%,6.3%,3.0%,0.0%,12.3%,11.1%,4.6%,72.8%,73.0%,70.2%,61.1%,71.3%,79.2%,82.4%,73.7%,69.4%,78.0%,18.3%,27.0%,36.8%,19.4%,23.0%,39%,10%,8%,18%,11%,28%,2%,16%,17%,6%,36%,2%,11%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,MN
230,REPRODUCTIVE MEDICINE & INFERTILITY ASSOCIATES,,WOODBURY,MINNESOTA,"Jacques P. Stassart, MD",287,125,94,31,61.3%,40.0%,25.5%,3.2%,56.1%,40.0%,20.2%,3.2%,278,114,83,24,63.3%,43.9%,28.9%,4.2%,57.9%,43.9%,22.9%,4.2%,360,131,71,8,48.9%,38.2%,33.8%,* / 8,44.7%,38.2%,26.8%,* / 8,1.6,2.5,3.9,31.0,64.0%,38.2%,22.9%,* / 12,73.1%,50.0%,31.3%,* / 12,74.1%,52.9%,35.4%,* / 12,1.2,1.4,1.5,1.4,1.3,1.0,0.7,0.2,9,28,57,*,* / 9,28.6%,24.6%,* / *,* / 9,25.0%,24.6%,* / *,550,298,182,117,"1,147",4.9%,7.7%,2.3%,10.7%,5.8%,9.9%,9.4%,12.2%,21.6%,11.3%,2.0%,1.7%,1.6%,0.9%,1.7%,1.1%,1.1%,2.9%,0.0%,1.3%,70.5%,77.3%,78.4%,71.7%,73.6%,96.0%,89.5%,91.2%,80.0%,92.2%,32.3%,33.7%,38.2%,23.3%,32.8%,28%,9%,8%,13%,1%,46%,2%,21%,27%,4%,47%,1%,10%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MN
231,"MISSISSIPPI REPRODUCTIVE MEDICINE, PLLC",,FLOWOOD,MISSISSIPPI,"Randall S. Hines, MD",46,22,6,5,45.7%,36.4%,* / 6,0 / 5,41.3%,36.4%,* / 6,0 / 5,44,18,*,5,47.7%,8 / 18,* / *,0 / 5,43.2%,8 / 18,* / *,0 / 5,35,14,*,0,60.0%,8 / 14,* / *,,54.3%,8 / 14,* / *,,2.2,2.8,6.0,,50.0%,6 / 16,0 / *,0 / *,53.6%,7 / 16,* / *,0 / *,53.6%,7 / 16,* / *,0 / *,1.2,1.3,1.3,1.0,0.7,0.6,0.4,0.0,0,0,15,12,,,8 / 15,* / 12,,,8 / 15,* / 12,140,44,39,22,245,8.6%,14.3%,* / 14,7 / 16,14.9%,9.7%,14.6%,5.4%,* / 15,10.6%,2.1%,6.8%,0.0%,0.0%,2.4%,1.4%,0.0%,0.0%,0 / 6,0.8%,100.0%,100.0%,100.0%,6 / 6,100.0%,97.1%,85.7%,72.0%,* / 6,87.6%,94.2%,81.0%,84.0%,6 / 6,90.1%,33%,20%,15%,34%,10%,4%,0%,7%,49%,7%,9%,0%,1%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MS
232,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,,FLOWOOD,MISSISSIPPI,"John D. Isaacs, MD",22,9,6,*,72.7%,6 / 9,* / 6,0 / *,72.7%,6 / 9,* / 6,0 / *,22,9,*,*,72.7%,6 / 9,* / *,0 / *,72.7%,6 / 9,* / *,0 / *,24,8,*,*,66.7%,6 / 8,* / *,0 / *,66.7%,6 / 8,* / *,0 / *,1.4,1.5,6.0,,12 / 16,* / 7,* / 5,,12 / 16,5 / 7,* / 5,,12 / 16,5 / 7,* / 5,,1.1,1.1,1.0,,1.0,0.9,0.4,,0,*,*,*,,* / *,0 / *,0 / *,,* / *,0 / *,0 / *,45,21,14,5,85,0 / 15,0 / 8,* / 9,,9.4%,4.4%,4.8%,* / 11,0 / 5,6.1%,2.2%,0.0%,0 / 14,0 / 5,1.2%,0.0%,0 / 13,0 / 6,0 / 5,0.0%,100.0%,13 / 13,* / 6,* / 5,94.3%,100.0%,11 / 13,6 / 6,* / 5,94.3%,10.3%,* / 13,* / 6,0 / 5,15.1%,32%,12%,15%,14%,9%,26%,0%,12%,36%,2%,0%,2%,6%,Yes,Yes,Yes,Yes,No,No,Yes,0,MS
233,POSITIVE STEPS FERTILITY,,MADISON,MISSISSIPPI,"John P. Parry, MD",65,18,10,*,60.0%,12 / 18,* / 10,* / *,58.5%,10 / 18,* / 10,* / *,63,18,10,*,61.9%,12 / 18,* / 10,* / *,60.3%,10 / 18,* / 10,* / *,90,30,6,*,43.3%,40.0%,* / 6,* / *,42.2%,33.3%,* / 6,* / *,1.7,1.5,5.0,4.0,63.2%,11 / 16,* / 8,* / *,64.9%,11 / 16,* / 8,* / *,64.9%,11 / 16,* / 8,* / *,1.0,1.0,1.3,1.0,1.4,1.8,0.6,1.3,*,*,17,*,* / *,0 / *,7 / 17,0 / *,* / *,0 / *,7 / 17,0 / *,149,55,35,13,252,2.6%,0.0%,0 / 16,0 / 5,1.7%,3.4%,1.8%,2.9%,* / 13,3.2%,0.0%,0.0%,0.0%,0 / 13,0.0%,4.1%,0.0%,5.0%,* / 9,5.5%,72.4%,89.5%,90.0%,8 / 9,79.4%,93.9%,100.0%,100.0%,6 / 9,94.5%,36.7%,44.7%,60.0%,5 / 9,42.4%,27%,21%,56%,31%,35%,3%,1%,25%,34%,4%,14%,2%,5%,Yes,Yes,Yes,Yes,Yes,No,No,0,MS
234,INFERTILITY CENTER OF ST. LOUIS,,CHESTERFIELD,MISSOURI,"Sherman J. Silber, MD",110,52,63,148,30.9%,26.9%,14.3%,1.4%,22.7%,15.4%,14.3%,0.7%,107,49,59,110,31.8%,28.6%,15.3%,1.8%,23.4%,16.3%,15.3%,0.9%,93,42,39,62,36.6%,33.3%,23.1%,3.2%,26.9%,19.0%,23.1%,1.6%,3.2,3.7,7.0,74.0,32.9%,28.0%,* / 14,0.0%,35.6%,36.0%,* / 14,2.0%,35.6%,36.0%,5 / 14,2.0%,1.1,1.2,1.5,1.3,0.9,0.8,0.9,0.4,7,13,16,*,* / 7,5 / 13,9 / 16,* / *,* / 7,* / 13,6 / 16,0 / *,208,89,100,376,773,5.5%,1.8%,16.7%,21.9%,14.6%,15.4%,6.8%,18.0%,22.8%,18.1%,26.0%,48.3%,36.0%,32.7%,33.1%,2.7%,7.9%,5.4%,3.1%,3.8%,64.9%,73.7%,86.5%,83.5%,76.0%,82.0%,76.3%,67.6%,78.7%,78.3%,0.9%,2.6%,8.1%,1.6%,2.2%,26%,2%,7%,11%,11%,1%,2%,57%,51%,6%,10%,9%,2%,Yes,Yes,Yes,Yes,Yes,No,Yes,0,MO
235,MCRM FERTILITY,,CHESTERFIELD,MISSOURI,"Mira Aubuchon, MD",258,109,91,46,48.1%,33.0%,22.0%,10.9%,41.5%,29.4%,22.0%,10.9%,256,106,80,44,48.4%,34.0%,25.0%,11.4%,41.8%,30.2%,25.0%,11.4%,196,50,33,15,63.3%,72.0%,60.6%,5 / 15,54.6%,64.0%,60.6%,5 / 15,2.1,3.0,4.6,9.2,53.1%,44.7%,31.8%,* / 9,62.8%,52.6%,36.4%,* / 9,65.5%,57.9%,45.5%,* / 9,1.3,1.5,2.2,1.8,0.8,0.5,0.3,0.4,0,*,29,7,,* / *,72.4%,5 / 7,,* / *,65.5%,* / 7,607,266,141,140,"1,154",2.8%,4.6%,3.9%,14.3%,5.1%,12.9%,12.0%,14.5%,23.0%,14.0%,1.6%,3.4%,5.0%,6.4%,3.0%,2.0%,3.9%,1.9%,12.1%,3.2%,96.4%,95.1%,96.2%,97.0%,96.1%,86.7%,77.5%,75.0%,54.5%,80.7%,80.3%,82.4%,78.8%,84.8%,81.0%,58%,8%,4%,24%,4%,2%,1%,35%,52%,8%,16%,2%,7%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MO
236,MISSOURI FERTILITY,,COLUMBIA,MISSOURI,"Gilbert B. Wilshire, MD",50,14,5,*,64.0%,11 / 14,* / 5,* / *,56.0%,10 / 14,* / 5,* / *,46,14,5,*,69.6%,11 / 14,* / 5,* / *,60.9%,10 / 14,* / 5,* / *,63,13,*,*,50.8%,11 / 13,* / *,* / *,44.4%,10 / 13,* / *,* / *,1.6,1.3,1.7,2.0,65.9%,9 / 11,* / 5,,68.2%,10 / 11,* / 5,,68.2%,10 / 11,* / 5,,1.0,1.2,1.0,,1.3,0.9,0.6,,*,0,8,*,0 / *,,* / 8,0 / *,0 / *,,* / 8,0 / *,147,38,22,12,219,3.6%,* / 19,0 / 10,* / *,4.5%,9.7%,2.7%,0.0%,0 / 11,7.0%,0.0%,5.3%,0.0%,0 / 12,0.9%,1.0%,0 / 19,0 / 12,0 / 8,0.7%,86.7%,19 / 19,12 / 12,8 / 8,90.5%,96.9%,15 / 19,11 / 12,5 / 8,92.0%,55.1%,11 / 19,11 / 12,* / 8,56.9%,43%,21%,15%,35%,5%,5%,0%,20%,29%,3%,7%,1%,1%,No,No,Yes,Yes,Yes,Yes,Yes,0,MO
237,MU HEALTHCARE,REPRODUCTIVE HEALTH AND FERTILITY CENTER,COLUMBIA,MISSOURI,"Danny M. Schust, MD",29,8,10,5,58.6%,* / 8,* / 10,* / 5,44.8%,* / 8,* / 10,* / 5,28,7,8,5,60.7%,* / 7,* / 8,* / 5,46.4%,* / 7,* / 8,* / 5,38,9,11,6,44.7%,* / 9,* / 11,* / 6,34.2%,* / 9,* / 11,* / 6,1.7,2.7,2.5,5.0,63.6%,* / 8,* / 8,0 / *,68.2%,* / 8,* / 8,* / *,68.2%,* / 8,* / 8,* / *,1.1,1.0,1.0,1.5,1.2,1.1,1.0,1.3,0,*,0,0,,* / *,,,,* / *,,,54,30,11,17,112,* / 19,0 / 13,0 / *,0 / 7,4.8%,17.3%,16.7%,* / 11,* / 17,18.2%,0.0%,0.0%,0 / 11,0 / 17,0.0%,0.0%,0 / 18,0 / 7,0 / 12,0.0%,84.8%,15 / 18,5 / 7,8 / 12,80.0%,72.7%,12 / 18,5 / 7,9 / 12,71.4%,12.1%,* / 18,0 / 7,0 / 12,11.4%,26%,4%,13%,45%,1%,4%,0%,4%,19%,4%,19%,0%,14%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MO
238,MIDWEST WOMEN'S HEALTHCARE SPECIALISTS,,KANSAS CITY,MISSOURI,"Gregory C. Starks, MD",24,17,14,*,66.7%,8 / 17,5 / 14,0 / *,37.5%,7 / 17,5 / 14,0 / *,22,13,11,*,72.7%,8 / 13,5 / 11,0 / *,40.9%,7 / 13,5 / 11,0 / *,25,11,11,0,64.0%,8 / 11,5 / 11,,36.0%,7 / 11,5 / 11,,1.5,2.1,2.8,,71.4%,* / 8,5 / 12,0 / *,76.2%,5 / 8,5 / 12,0 / *,76.2%,5 / 8,5 / 12,0 / *,1.0,1.4,1.0,1.0,1.0,0.5,0.8,0.0,0,5,5,0,,0 / 5,* / 5,,,0 / 5,* / 5,,53,24,27,8,112,20.0%,* / 15,0 / 12,* / *,16.1%,29.2%,26.1%,29.6%,0 / 5,27.2%,0.0%,0.0%,0.0%,0 / 8,0.0%,6.1%,0 / 15,* / 16,0 / *,4.4%,60.6%,8 / 15,9 / 16,* / *,58.8%,97.0%,15 / 15,15 / 16,* / *,94.1%,6.1%,* / 15,* / 16,0 / *,7.4%,38%,17%,21%,40%,12%,3%,0%,42%,6%,2%,15%,1%,4%,Yes,No,Yes,No,Yes,Yes,Yes,0,MO
239,FERTILITY PARTNERSHIP,,SAINT PETERS,MISSOURI,"David E. Simckes, MD",89,34,40,21,50.6%,35.3%,32.5%,23.8%,43.8%,29.4%,25.0%,19.0%,84,31,38,19,53.6%,38.7%,34.2%,5 / 19,46.4%,32.3%,26.3%,* / 19,103,31,28,14,43.7%,38.7%,46.4%,5 / 14,37.9%,32.3%,35.7%,* / 14,2.0,2.8,3.1,4.2,52.2%,35.0%,33.3%,* / 11,58.2%,45.0%,37.5%,* / 11,58.2%,45.0%,37.5%,* / 11,1.1,1.2,1.2,1.1,1.2,1.0,0.8,0.5,0,10,8,11,,7 / 10,* / 8,5 / 11,,* / 10,* / 8,* / 11,182,103,48,56,389,4.7%,4.0%,4.5%,20.0%,6.2%,17.4%,12.9%,8.5%,25.0%,16.1%,0.5%,0.0%,0.0%,0.0%,0.3%,0.9%,4.5%,3.8%,3.3%,2.6%,58.9%,66.7%,88.5%,66.7%,65.4%,100.0%,100.0%,100.0%,100.0%,100.0%,0.9%,6.1%,0.0%,0.0%,2.1%,25%,12%,15%,20%,6%,12%,2%,22%,22%,6%,9%,7%,10%,Yes,Yes,Yes,Yes,Yes,No,No,0,MO
240,CENTER FOR REPRODUCTIVE MEDICINE & ROBOTIC SURGERY,,ST. LOUIS,MISSOURI,"Saji Jacob, MD",24,6,14,6,33.3%,* / 6,* / 14,* / 6,12.5%,* / 6,* / 14,0 / 6,24,6,11,6,33.3%,* / 6,* / 11,* / 6,12.5%,* / 6,* / 11,0 / 6,14,*,5,*,8 / 14,* / *,* / 5,* / *,* / 14,* / *,* / 5,0 / *,3.0,2.0,4.7,6.0,* / 13,* / *,* / 7,* / *,5 / 13,* / *,* / 7,* / *,5 / 13,* / *,* / 7,* / *,1.4,1.5,1.4,2.0,0.6,0.5,0.5,0.3,*,*,5,0,0 / *,* / *,0 / 5,,0 / *,* / *,0 / 5,,46,9,17,5,77,4.2%,0 / 8,* / 8,0 / *,4.9%,4.4%,0 / 9,* / 16,* / 5,5.3%,8.7%,* / 9,0 / 17,0 / 5,10.4%,0.0%,0 / *,0 / 8,0 / *,0.0%,95.2%,* / *,6 / 8,* / *,88.2%,90.5%,* / *,8 / 8,* / *,91.2%,19.0%,0 / *,6 / 8,0 / *,29.4%,21%,27%,27%,19%,16%,8%,0%,35%,53%,8%,16%,5%,1%,Yes,Yes,Yes,Yes,Yes,No,Yes,0,MO
241,FERTILITY AND REPRODUCTIVE MEDICINE CENTER,AT WASHINGTON UNIVERSITY SCHOOL OF MEDICINE AND BARNES-JEWISH HOSPITAL,ST. LOUIS,MISSOURI,"Kenan R Omurtag, MD",243,99,96,49,53.1%,38.4%,29.2%,12.2%,49.4%,30.3%,24.0%,10.2%,230,92,85,44,56.1%,41.3%,32.9%,13.6%,52.2%,32.6%,27.1%,11.4%,285,113,78,32,45.3%,33.6%,35.9%,18.8%,42.1%,26.5%,29.5%,15.6%,1.9,2.6,3.4,8.2,58.8%,38.9%,32.0%,13.0%,63.8%,40.7%,38.0%,17.4%,63.8%,40.7%,40.0%,17.4%,1.1,1.1,1.2,1.4,1.2,1.2,0.8,0.6,6,18,25,5,* / 6,8 / 18,28.0%,* / 5,* / 6,8 / 18,16.0%,* / 5,358,195,151,96,800,4.8%,10.2%,13.3%,14.3%,8.6%,4.6%,9.1%,8.7%,16.9%,7.9%,6.4%,4.1%,3.3%,1.0%,4.6%,1.1%,4.9%,4.6%,7.7%,3.4%,44.0%,66.7%,40.7%,40.0%,48.5%,81.0%,75.0%,71.3%,64.6%,75.9%,8.8%,12.5%,15.7%,9.2%,11.0%,33%,8%,12%,20%,5%,15%,1%,16%,16%,4%,20%,2%,13%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MO
242,STL FERTILITY,,ST. LOUIS,MISSOURI,"Molina B. Dayal, MD",108,50,43,14,40.7%,46.0%,30.2%,* / 14,39.8%,38.0%,25.6%,* / 14,102,44,37,13,43.1%,52.3%,35.1%,* / 13,42.2%,43.2%,29.7%,* / 13,107,51,29,*,41.1%,45.1%,44.8%,* / *,40.2%,37.3%,37.9%,* / *,2.5,2.2,3.3,7.0,46.4%,46.4%,6 / 16,0 / 5,52.2%,46.4%,8 / 16,* / 5,52.2%,46.4%,8 / 16,* / 5,1.1,1.1,1.6,1.4,1.0,1.0,0.6,0.3,0,*,9,5,,* / *,6 / 9,5 / 5,,* / *,6 / 9,5 / 5,242,91,65,45,443,7.1%,11.9%,10.3%,30.4%,11.5%,7.7%,14.0%,14.5%,15.8%,10.7%,3.7%,0.0%,6.2%,4.4%,3.4%,0.0%,2.2%,12.1%,23.8%,4.2%,94.9%,95.7%,97.0%,81.0%,94.1%,92.0%,91.3%,75.8%,47.6%,85.7%,41.6%,60.9%,63.6%,57.1%,49.8%,16%,7%,9%,14%,1%,21%,1%,20%,35%,7%,61%,<1%,3%,No,No,Yes,Yes,Yes,Yes,Yes,0,MO
243,BILLINGS CLINIC,REPRODUCTIVE MEDICINE AND FERTILITY CARE,BILLINGS,MONTANA,"Colleen Milroy, MD",90,49,27,*,50.0%,34.7%,25.9%,* / *,48.9%,32.7%,25.9%,* / *,83,46,21,*,54.2%,37.0%,33.3%,* / *,53.0%,34.8%,33.3%,* / *,89,35,13,*,50.6%,48.6%,7 / 13,* / *,49.4%,45.7%,7 / 13,* / *,2.0,2.9,3.9,4.0,51.4%,31.0%,5 / 13,* / *,56.9%,41.4%,5 / 13,* / *,58.3%,41.4%,5 / 13,* / *,1.1,1.3,1.4,1.5,1.0,0.6,0.4,0.3,0,9,15,5,,* / 9,8 / 15,* / 5,,* / 9,7 / 15,* / 5,218,105,50,28,401,3.9%,8.7%,15.4%,0 / 6,6.6%,8.9%,6.9%,21.7%,28.6%,11.3%,3.7%,1.9%,0.0%,0.0%,2.5%,0.0%,1.8%,0.0%,0 / 17,0.5%,99.1%,96.4%,91.3%,8 / 17,93.0%,85.8%,80.0%,65.2%,14 / 17,81.6%,19.8%,52.7%,60.9%,* / 17,33.8%,29%,11%,17%,19%,1%,3%,0%,17%,45%,6%,6%,3%,14%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,MT
244,REPRODUCTIVE HEALTH SPECIALISTS,,ELKHORN,NEBRASKA,"Carolyn M. Doherty, MD",214,84,64,24,53.3%,36.9%,18.8%,8.3%,44.4%,33.3%,14.1%,8.3%,201,78,54,19,56.7%,39.7%,22.2%,* / 19,47.3%,35.9%,16.7%,* / 19,248,94,44,9,46.0%,33.0%,27.3%,* / 9,38.3%,29.8%,20.5%,* / 9,1.9,2.7,5.3,12.0,56.2%,36.5%,22.6%,* / 10,62.7%,44.2%,25.8%,* / 10,63.4%,44.2%,25.8%,* / 10,1.2,1.2,1.3,1.2,1.2,1.2,0.7,0.3,0,0,25,0,,,44.0%,,,,28.0%,,509,220,174,42,945,7.4%,4.9%,15.1%,4.8%,8.5%,16.2%,16.7%,20.0%,14.6%,16.9%,1.2%,2.7%,1.1%,0.0%,1.5%,0.0%,1.7%,1.4%,10.0%,1.0%,93.2%,94.1%,90.0%,90.0%,92.8%,97.8%,96.6%,98.6%,100.0%,97.7%,38.7%,56.3%,77.1%,40.0%,48.6%,33%,10%,14%,17%,4%,6%,1%,10%,32%,3%,20%,4%,12%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,NE
245,"HEARTLAND CENTER FOR REPRODUCTIVE MEDICINE, PC",,OMAHA,NEBRASKA,"Stephanie L Gustin, MD",117,42,48,15,55.6%,35.7%,22.9%,* / 15,53.0%,35.7%,20.8%,* / 15,110,38,42,12,59.1%,39.5%,26.2%,* / 12,56.4%,39.5%,23.8%,* / 12,122,37,24,5,53.3%,40.5%,45.8%,* / 5,50.8%,40.5%,41.7%,* / 5,1.8,2.8,4.4,15.0,60.0%,22.7%,20.0%,0 / 9,67.5%,31.8%,24.0%,* / 9,70.0%,36.4%,24.0%,* / 9,1.2,1.3,1.4,1.2,1.1,0.9,0.4,0.4,0,*,42,*,,* / *,40.5%,* / *,,* / *,40.5%,* / *,263,95,68,61,487,6.9%,11.8%,15.9%,8.0%,9.4%,15.0%,14.6%,21.3%,20.3%,16.5%,4.2%,2.1%,1.5%,0.0%,2.9%,0.0%,0.0%,3.4%,0.0%,0.4%,70.0%,75.0%,75.9%,86.5%,73.8%,67.5%,73.2%,62.1%,54.1%,66.3%,12.5%,30.4%,34.5%,24.3%,19.9%,30%,19%,12%,15%,1%,2%,<1%,34%,25%,10%,11%,3%,7%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,NE
246,GREEN VALLEY FERTILITY PARTNERS,,HENDERSON,NEVADA,"Jeffrey D. Fisch, MD",87,48,42,45,42.5%,43.8%,26.2%,8.9%,40.2%,33.3%,23.8%,8.9%,78,47,39,40,47.4%,44.7%,28.2%,10.0%,44.9%,34.0%,25.6%,10.0%,110,52,29,17,33.6%,40.4%,37.9%,* / 17,31.8%,30.8%,34.5%,* / 17,2.4,2.3,3.8,11.3,53.2%,60.0%,5 / 14,0 / 15,61.7%,65.0%,6 / 14,* / 15,63.8%,65.0%,8 / 14,* / 15,1.3,1.3,1.6,1.8,1.2,1.1,0.6,0.4,*,0,13,0,* / *,,* / 13,,* / *,,* / 13,,123,77,80,65,345,3.0%,10.6%,12.2%,7.1%,7.7%,12.4%,9.7%,25.3%,37.1%,19.4%,1.6%,10.4%,0.0%,1.5%,3.2%,1.1%,0.0%,0.0%,10.0%,1.8%,51.6%,55.8%,70.2%,53.3%,56.7%,94.7%,84.6%,87.2%,96.7%,91.1%,37.9%,55.8%,70.2%,56.7%,51.3%,19%,4%,26%,16%,6%,1%,1%,28%,17%,1%,3%,1%,17%,Yes,No,Yes,Yes,Yes,Yes,Yes,0,NV
247,FERTILITY CENTER OF LAS VEGAS,,LAS VEGAS,NEVADA,"Bruce Shapiro, MD, PhD",121,59,45,39,40.5%,33.9%,17.8%,0.0%,38.0%,30.5%,17.8%,0.0%,110,53,40,29,44.5%,37.7%,20.0%,0.0%,41.8%,34.0%,20.0%,0.0%,83,49,18,*,59.0%,40.8%,8 / 18,0 / *,55.4%,36.7%,8 / 18,0 / *,2.5,3.0,5.6,,39.5%,33.3%,14.8%,0.0%,45.7%,38.9%,18.5%,0.0%,48.1%,38.9%,18.5%,0.0%,1.3,1.2,1.3,1.4,0.7,0.9,0.4,0.0,0,0,106,6,,,57.5%,* / 6,,,56.6%,* / 6,283,168,154,187,792,11.0%,16.8%,12.2%,14.6%,13.4%,14.2%,22.4%,30.3%,29.1%,22.6%,3.2%,3.6%,3.2%,0.0%,2.5%,22.3%,18.0%,36.7%,56.1%,33.0%,100.0%,100.0%,100.0%,100.0%,100.0%,93.8%,88.5%,83.3%,79.3%,87.0%,55.4%,52.5%,73.3%,62.2%,60.0%,19%,1%,10%,11%,1%,1%,14%,47%,50%,1%,4%,1%,5%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,NV
248,NEVADA FERTILITY CENTER,,LAS VEGAS,NEVADA,"Russell A. Foulk, MD",63,31,35,35,54.0%,48.4%,25.7%,5.7%,46.0%,45.2%,22.9%,5.7%,61,28,34,30,55.7%,53.6%,26.5%,6.7%,47.5%,50.0%,23.5%,6.7%,65,31,15,11,52.3%,48.4%,9 / 15,* / 11,44.6%,45.2%,8 / 15,* / 11,1.9,2.1,3.9,17.5,66.7%,7 / 12,* / 14,* / 11,70.0%,7 / 12,* / 14,* / 11,70.0%,7 / 12,* / 14,* / 11,1.1,1.0,1.1,1.3,1.0,1.2,0.3,0.1,*,*,38,*,0 / *,* / *,44.7%,* / *,0 / *,* / *,42.1%,0 / *,140,88,53,64,345,3.0%,0.0%,8.3%,16.7%,5.1%,10.1%,6.8%,19.6%,21.7%,12.8%,2.9%,8.0%,1.9%,0.0%,3.5%,2.5%,9.1%,0.0%,15.4%,6.5%,77.5%,78.2%,92.6%,92.3%,82.6%,91.3%,72.7%,66.7%,35.9%,72.1%,52.5%,61.8%,74.1%,66.7%,60.7%,20%,11%,19%,13%,4%,21%,2%,31%,28%,4%,46%,3%,6%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,NV
